transaction_id,date,customer_id,customer_name,product,transaction_type,amount,currency,contract_id,period_start,period_end
TXN-0402,2025-11-19,C-113,Catalyst Corp,Platform Standard Monthly,subscription_billing,2457.62,USD,CON-113,2025-11-01,2025-11-28
TXN-0403,2025-11-08,C-113,Catalyst Corp,Platform Basic Monthly,subscription_billing,1018.83,USD,CON-113,2025-11-01,2025-11-28
TXN-0404,2025-11-14,C-113,Catalyst Corp,API Overage,usage_billing,2894.62,USD,CON-113,2025-11-01,2025-11-28
TXN-0405,2025-11-14,C-114,Meridian Tech,Platform Standard Monthly,subscription_billing,2549.05,USD,CON-114,2025-11-01,2025-11-28
TXN-0406,2025-11-09,C-114,Meridian Tech,Platform Basic Monthly,subscription_billing,1169.46,USD,CON-114,2025-11-01,2025-11-28
TXN-0407,2025-11-06,C-114,Meridian Tech,API Overage,usage_billing,484.93,USD,CON-114,2025-11-01,2025-11-28
TXN-0408,2025-12-11,C-100,TechFlow Inc,Platform Standard Monthly,subscription_billing,2501.92,USD,CON-100,2025-12-01,2025-12-31
TXN-0409,2025-12-18,C-100,TechFlow Inc,Platform Basic Monthly,subscription_billing,1264.18,USD,CON-100,2025-12-01,2025-12-31
TXN-0410,2025-12-12,C-100,TechFlow Inc,API Overage,usage_billing,4638.31,USD,CON-100,2025-12-01,2025-12-31
TXN-0411,2025-12-11,C-101,DataSphere Ltd,Platform Basic Monthly,subscription_billing,1227.69,USD,CON-101,2025-12-01,2025-12-31
TXN-0412,2025-12-15,C-101,DataSphere Ltd,API Overage,usage_billing,4101.96,USD,CON-101,2025-12-01,2025-12-31
TXN-0413,2025-12-03,C-102,CloudNine Corp,Platform Standard Monthly,subscription_billing,2196.85,USD,CON-102,2025-12-01,2025-12-31
TXN-0414,2025-12-12,C-102,CloudNine Corp,Platform Basic Monthly,subscription_billing,1198.19,USD,CON-102,2025-12-01,2025-12-31
TXN-0415,2025-12-09,C-102,CloudNine Corp,API Overage,usage_billing,1192.38,USD,CON-102,2025-12-01,2025-12-31
TXN-0416,2025-12-13,C-103,InnovateTech,Platform Standard Monthly,subscription_billing,2667.33,USD,CON-103,2025-12-01,2025-12-31
TXN-0417,2025-12-01,C-103,InnovateTech,API Overage,usage_billing,1073.13,USD,CON-103,2025-12-01,2025-12-31
TXN-0418,2025-12-10,C-104,Quantum Analytics,Platform Standard Monthly,subscription_billing,2457.51,USD,CON-104,2025-12-01,2025-12-31
TXN-0419,2025-12-02,C-104,Quantum Analytics,Platform Basic Monthly,subscription_billing,1135.06,USD,CON-104,2025-12-01,2025-12-31
TXN-0420,2025-12-11,C-105,NexGen Solutions,Platform Standard Monthly,subscription_billing,2598.57,USD,CON-105,2025-12-01,2025-12-31
TXN-0421,2025-12-16,C-105,NexGen Solutions,Platform Basic Monthly,subscription_billing,1284.71,USD,CON-105,2025-12-01,2025-12-31
TXN-0422,2025-12-10,C-105,NexGen Solutions,API Overage,usage_billing,4757.31,USD,CON-105,2025-12-01,2025-12-31
TXN-0423,2025-12-09,C-107,Prisma Systems,Platform Standard Monthly,subscription_billing,2520.6,USD,CON-107,2025-12-01,2025-12-31
TXN-0424,2025-12-08,C-107,Prisma Systems,Platform Basic Monthly,subscription_billing,1203.05,USD,CON-107,2025-12-01,2025-12-31
TXN-0425,2025-12-04,C-108,Vertex AI Labs,Platform Standard Monthly,subscription_billing,2411.64,USD,CON-108,2025-12-01,2025-12-31
TXN-0426,2025-12-18,C-108,Vertex AI Labs,Platform Basic Monthly,subscription_billing,1197.44,USD,CON-108,2025-12-01,2025-12-31
TXN-0427,2025-12-10,C-108,Vertex AI Labs,API Overage,usage_billing,4128.55,USD,CON-108,2025-12-01,2025-12-31
TXN-0428,2025-12-11,C-109,FusionPoint,Platform Standard Monthly,subscription_billing,2391.72,USD,CON-109,2025-12-01,2025-12-31
TXN-0429,2025-12-18,C-109,FusionPoint,API Overage,usage_billing,1896.49,USD,CON-109,2025-12-01,2025-12-31
TXN-0430,2025-12-01,C-110,ClearPath Software,Platform Standard Monthly,subscription_billing,2490.51,USD,CON-110,2025-12-01,2025-12-31
TXN-0431,2025-12-05,C-110,ClearPath Software,Platform Basic Monthly,subscription_billing,1200.23,USD,CON-110,2025-12-01,2025-12-31
TXN-0432,2025-12-14,C-110,ClearPath Software,API Overage,usage_billing,3604.77,USD,CON-110,2025-12-01,2025-12-31
TXN-0433,2025-12-16,C-111,BlueSky Dynamics,Platform Basic Monthly,subscription_billing,1174.25,USD,CON-111,2025-12-01,2025-12-31
TXN-0434,2025-12-12,C-111,BlueSky Dynamics,API Overage,usage_billing,2398.6,USD,CON-111,2025-12-01,2025-12-31
TXN-0435,2025-12-19,C-112,Pinnacle Data,Platform Standard Monthly,subscription_billing,2520.34,USD,CON-112,2025-12-01,2025-12-31
TXN-0436,2025-12-11,C-112,Pinnacle Data,Platform Basic Monthly,subscription_billing,1202.48,USD,CON-112,2025-12-01,2025-12-31
TXN-0437,2025-12-15,C-112,Pinnacle Data,API Overage,usage_billing,3891.31,USD,CON-112,2025-12-01,2025-12-31
TXN-0438,2025-12-12,C-113,Catalyst Corp,Platform Standard Monthly,subscription_billing,2344.58,USD,CON-113,2025-12-01,2025-12-31
TXN-0439,2025-12-08,C-113,Catalyst Corp,API Overage,usage_billing,4814.59,USD,CON-113,2025-12-01,2025-12-31
TXN-0440,2025-12-13,C-114,Meridian Tech,Platform Basic Monthly,subscription_billing,1123.84,USD,CON-114,2025-12-01,2025-12-31
TXN-0441,2025-12-03,C-114,Meridian Tech,API Overage,usage_billing,1400.51,USD,CON-114,2025-12-01,2025-12-31
